;title;preis;Bildschirmdiagonale (cm/Zoll);Bildschirmauflösung;Touchscreen;Bildqualität;Bildschirmdiagonale (cm);Bildschirmdiagonale (Zoll);Bildverhältnis;Paneltyp;Bildschirmmerkmale;Arbeitsspeicher-Typ;Arbeitsspeicher-Größe;Arbeitsspeicher-Konfiguration;Prozessor;Prozessor-Marke;Prozessor-Modell;Prozessor-Nummer;Prozessor-Taktfrequenz;Anzahl Prozessorkerne;Anzahl Threads;Prozessor-Taktfrequenz mit Turbo;Helligkeit;Intel Optane;Grafikkarte;Grafikkarte Hersteller;Festplatte 1;Festplattentyp 1.Festplatte;Bildschirmtyp;Cache-Speicher Typ;Speichergeschwindigkeit;Cachegröße;Chipsatz;Gesamtanzahl Steckplätze;Interner Speicher;Festplattenkapazität 1. Festplatte;Bildschirmkontrast;Regulierbare Helligkeit;LED Hintergrundbeleuchtung;Anzahl installierter Festplatten;Touchscreen-Typ;SSD-Speicher;Grafikspeicher-Typ;Gesamter Speicherplatz in GB;Anschlüsse;Curved display;Grafikspeicher dediziert;max. unterstützter Speicher;Leistungsmerkmale;WLAN;Bluetooth;Betriebssystem;Integriertes Mikrofon;Tastaturbelegung;integrierte Webcam
"https://www.mediamarkt.de/de/product/_medion-erazerr-scout-e10-gaming-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-nvidiar-geforce-rtxtm-3050-ti-laptop-gpu-schwarz-2803816.html
";"MEDION ERAZER® Scout E10, Gaming Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA® GeForce RTX™ 3050 Ti Laptop GPU, Schwarz
Produkt bewerten| Art.-Nr. 2803816 | MEDION";1159.–;43.9 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;43.9 cm;17.3 Zoll;16:9;AHVA (Advanced Hyper-Viewing Angle);Entspiegeltes 43.9 cm (17.3 Zoll’) Display mit IPS-Technologie, 144 Hz und einer FHD Auflösung von 1.920 x 1.080 Pixeln und extrem schmalen Displayrahmen;DDR4;16 GB;2 x 8 GB;Intel® Core™ i5-12500H Prozessor 18 MB Cache, bis zu 4,50 GHz;Intel®;Core™ i5;i5-12500H;2.5 GHz;12;16;4.5 GHz;;;;;;;IPS;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-go-2-i5-8gb128gb-eisblau-notebook-mit-1245-zoll-display-touchscreen-intelr-coretm-i5-prozessor-8-gb-ram-128-gb-ssd-uhd-grafik-eisblau-2805927.html
";"MICROSOFT Surface Laptop Go 2 i5 8GB/128GB Eisblau, Notebook mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 128 GB SSD, UHD-Grafik, Eisblau
Produkt bewerten| Art.-Nr. 2805927 | MICROSOFT";649.–;31.6 cm / 12.45 Zoll;1.536 x 1.024 Pixel;Ja;;31.6 cm;12.45 Zoll;;;;LPDDR4X;8 GB;;Intel® Core™ i5-1135G7 Prozessor 8 MB Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;4.2 GHz;;;UHD-Grafik;Intel®;SSD , 128 GB;;;Intel Smart Cache;;8 MB;;;;;;;;1;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_samsung-galaxy-book2-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-256-gb-ssd-intelr-uhd-grafik-graphite-2814778.html
";"SAMSUNG Galaxy Book2, Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® UHD Grafik, Graphite
Produkt bewerten| Art.-Nr. 2814778 | SAMSUNG";879.–;39.6 cm / 15.6 Zoll;1.920 x 1.080 Pixel;;Full-HD;39.6 cm;15.6 Zoll;16:9;IPS (In-Plane Switching);TFT-IPS, 16 Mio. Farben;LPDDR4X;8 GB;1x 8 GB;Intel® Core™ i5-1235U Prozessor (12 MB Cache, bis zu 4.4 GHz);Intel®;Core™ i5;i5-1235U;1.2 GHz;;;4.4 GHz;300 cd/m²;;;;;;IPS;;4266 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-5-notebook-mit-135-zoll-display-touchscreen-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intelr-irisr-xe-grafik-sandstein-2834468.html
";"MICROSOFT Surface Laptop 5, Notebook mit 13,5 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel® Iris® Xe Grafik, Sandstein
Produkt bewerten| Art.-Nr. 2834468 | MICROSOFT";1349.–;34.29 cm / 13.5 Zoll;2.256 x 1.504 Pixel;Ja;;34.29 cm;13.5 Zoll;3:2;;PixelSense™;LPDDR5X;8 GB;;Intel® Core™ i5-1235U Prozessor (12 MB Cache, bis zu 4,40 GHz);Intel®;Core™ i5;i5-1235U;1.3 GHz;;;4.4 GHz;;;Intel® Iris® Xe Grafik;;SSD , 512 GB;SSD;;;;;;;;512 GB;;;;;;;;;1x USB Typ-A 3.1, 1x USB Typ-C® 4.0/Thunderbolt™ 4, Surface Connect, 1x 3.5 mm Klinke;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-swift-x-sfx16-51g-5388-mit-tastaturbeleuchtung-notebook-mit-161-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-geforce-rtx-3050-grau-2779683.html
";"ACER Swift X (SFX16-51G-5388) mit Tastaturbeleuchtung, Notebook mit 16,1 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, GeForce RTX 3050, Grau
Produkt bewerten| Art.-Nr. 2779683 | ACER";1079.–;40.9 cm / 16.1 Zoll;1.920 x 1.080 Pixel;Nein;Full-HD;40.9 cm;16.1 Zoll;;IPS (In-Plane Switching);Matt Display-Oberfläche;LPDDR4X;16 GB;;Intel® Core™ i5-11320H Prozessor (bis zu 4,50 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-11320H;2.50 GHz;4;8;4.50 GHz;;;;;;;IPS;Intel Cache;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_captiva-captiva-i68-190-gaming-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-1-tb-ssd-rtx-3050-4gb-mehrfarbig-2795676.html
";"CAPTIVA CAPTIVA I68-190, Gaming Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 1 TB SSD, Nvidia GeForce RTX 3050, Mehrfarbig
Produkt bewerten| Art.-Nr. 2795676 | CAPTIVA";1059.–;43.9 cm / 17.3 Zoll;FHD;Nein;Full-HD;43.9 cm;17.3 Zoll;16:9;IPS (In-Plane Switching);;DDR4;16 GB;2 x 8 GB;Intel® Core™ i5-12500H Prozessor 18 MB Cache, bis zu 4,50 GHz;Intel®;Core™ i5;i5-12500H;3.3 GHz;12;16;4.5 GHz;;;Nvidia GeForce RTX 3050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-5-notebook-mit-135-zoll-display-touchscreen-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intelr-irisr-xe-grafik-salbei-2834467.html
";"MICROSOFT Surface Laptop 5, Notebook mit 13,5 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel® Iris® Xe Grafik, Salbei
Produkt bewerten| Art.-Nr. 2834467 | MICROSOFT";1419.–;34.29 cm / 13.5 Zoll;2.256 x 1.504 Pixel;Ja;;34.29 cm;13.5 Zoll;3:2;;PixelSense™;LPDDR5X;8 GB;;Intel® Core™ i5-1235U Prozessor (12 MB Cache, bis zu 4,40 GHz);Intel®;Core™ i5;i5-1235U;1.3 GHz;;;4.4 GHz;;;Intel® Iris® Xe Grafik;;SSD , 512 GB;SSD;;;;;;;;512 GB;;;;;;;;;1x USB Typ-A 3.1, 1x USB Typ-C® 4.0/Thunderbolt™ 4, Surface Connect, 1x 3.5 mm Klinke;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-5-notebook-mit-135-zoll-display-touchscreen-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intelr-irisr-xe-grafik-platin-2834469.html
";"MICROSOFT Surface Laptop 5, Notebook mit 13,5 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe Grafik, Platin
Produkt bewerten| Art.-Nr. 2834469 | MICROSOFT";1669.–;34.29 cm / 13.5 Zoll;2.256 x 1.504 Pixel;Ja;;34.29 cm;13.5 Zoll;3:2;;PixelSense™;LPDDR5X;16 GB;;Intel® Core™ i5-1235U Prozessor (12 MB Cache, bis zu 4,40 GHz);Intel®;Core™ i5;i5-1235U;1.3 GHz;;;4.4 GHz;;;Intel® Iris® Xe Grafik;;SSD , 512 GB;SSD;;;;;;;;512 GB;;;;;;;;;1x USB Typ-A 3.1, 1x USB Typ-C® 4.0/Thunderbolt™ 4, Surface Connect, 1x 3.5 mm Klinke;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_huawei-matebook-d-15-2740207.html
";"HUAWEI MateBook D 15, Notebook mit 15,6 Zoll Display, Windows 10 Home, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel® Iris® Xe Grafik, Space Gray
4.7 (3)| Art.-Nr. 2740207 | HUAWEI";699.;39.62 cm / 15.6 Zoll;1.920 x 1.080 Pixel;;Full-HD;39.62 cm;15.6 Zoll;;;entspiegeltes Display;DDR4;8 GB;;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.4 GHz;;;4.2 GHz;;;Intel® Iris® Xe Grafik;Intel®;;;IPS;Intel Cache;;8 MB;;;;;;;;1;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-4-notebook-mit-135-zoll-display-touchscreen-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intelr-irisr-xe-grafik-eisblau-2792389.html
";"MICROSOFT Surface Laptop 4, Notebook mit 13,5 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel® Iris® Xe-Grafik, Eisblau
Produkt bewerten| Art.-Nr. 2792389 | MICROSOFT";1449.–;34.29 cm / 13.5 Zoll;2256 x 1504 Pixel;Ja;;34.29 cm;13.5 Zoll;3:2;;;DDR4;8 GB;;Intel® Core™ i5-1135G7-Prozessor 8 MB Cache, bis zu 4,20 GHz;Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;4.2 GHz;;;Intel® Iris® Xe-Grafik;Intel;;;;;;;;;;;;;;;Kapazitiver Touchscreen;Ja;shared-memory;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lg-14z90q-gaa54g-gram-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intel-iris-xe-graphics-weiss-2807383.html
";"LG 14Z90Q-G.AA54G gram, EVO, Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Weiß
Produkt bewerten| Art.-Nr. 2807383 | LG";1349.–;35.5 cm / 14 Zoll;1.920 x 1.200 Pixel;Nein;WUXGA;35.5 cm;14 Zoll;16:10;IPS (In-Plane Switching);;LPDDR5;16 GB;;Intel® Core™ i5-1240P (12 MB Cache, bis zu 4,4 GHz);Intel®;Core™ i5;i5-1240P;3.3 GHz;12;;;;;;;;;IPS LCD;;;;;;512 GB;;;;Ja;;;;;;;Nein;;;;;;;;;
"https://www.mediamarkt.de/de/product/_medion-erazerr-specialist-p10-md62434-gaming-notebook-mit-16-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-nvidiar-geforce-rtxtm-3060-laptop-gpu-schwarz-2803817.html
";"MEDION ERAZER® Specialist P10 (MD62434), Gaming Notebook mit 16 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA® GeForce RTX™ 3060 Laptop GPU, Schwarz
Produkt bewerten| Art.-Nr. 2803817 | MEDION";1399.–;40.6 cm / 16 Zoll;2560 x 1600;;QHD+;40.6 cm;16 Zoll;16:09;AHVA (Advanced Hyper-Viewing Angle);;DDR4;16 GB;2 x 8 GB;Intel® Core™ i5-12500H Prozessor 18 MB Cache, bis zu 4,50 GHz;Intel®;Core™ i5;i5-12500H;3.3 GHz;12;16;4.5 GHz;;;;;;;;Intel® Smart Cache;;18 MB;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-ideapad-gaming-3i-gaming-notebook-mit-16-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-nvidia-geforce-rtx-3050-onyx-grey-2834781.html
";"LENOVO IdeaPad Gaming 3i, Gaming-Notebook mit 16 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Nvidia GeForce RTX 3050, Onyx Grey
Produkt bewerten| Art.-Nr. 2834781 | LENOVO";1269.–;40.64 cm / 16 Zoll;1920 x 1200;;Full-HD;40.64 cm;16 Zoll;16:10;;matt, 16:10, 165 Hz, 100 % sRGB Farbraumabdeckung, DC Dimmer;DDR4;16 GB;1x 16 GB;Intel® Core™ i5-12450H Prozessor 12 MB Cache, bis zu 4,40 GHz;Intel®;Core™ i5;i5-12450H;2,0 GHz;;12;;350 cd/m²;;;;;;IPS;;3200 MHz;;;;;;;ja;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_msi-prestige-14evo-a12m-229-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intelr-irisr-x-grafik-carbon-grau-2808587.html
";"MSI PRESTIGE 14 EVO A12M-229, Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xᵉ Grafik, Carbon-Grau
Produkt bewerten| Art.-Nr. 2808587 | MSI";1139.–;35.6 cm / 14 Zoll;1.920 x 1.080;;Full-HD;35.6 cm;14 Zoll;;;Wide View (IPS-Level), erweiterter Farbraum (~100% sRGB);LPDDR4;16 GB;;Intel® Core™ i5-1240P-Prozessor 12 MB Cache, bis zu 4,40 GHz;Intel®;Core™ i5;i5-1240P;1.30 GHz;12;;4.40 GHz;;;Intel® Iris® Xᵉ Grafik;Intel®;;;;;;;;;;;;;;1;;Ja;shared-memory;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_msi-prestige-15-a12uc-099-gaming-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-nvidiar-geforce-rtxtm-3050-laptop-gpu-carbon-grau-2808584.html
";"MSI PRESTIGE 15 A12UC-099, Gaming Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA® GeForce RTX™ 3050 Laptop GPU, Carbon-Grau
Produkt bewerten| Art.-Nr. 2808584 | MSI";1519.–;39.6 cm / 15.6 Zoll;1.920 x 1.080;;Full-HD;39.6 cm;15.6 Zoll;;;Wide View (IPS-Level), erweiterter Farbraum (~100% sRGB);LPDDR4;16 GB;;Intel® Core™ i5-1240P-Prozessor 12 MB Cache, bis zu 4,40 GHz;Intel®;Core™ i5;i5-1240P;1.70 GHz;12;;4.40 GHz;;;NVIDIA® GeForce RTX™ 3050 Laptop GPU;NVIDIA®;;;;;;;;;;;;;;;;Ja;GDDR6;;;;4 GB;;;;;;;;
"https://www.mediamarkt.de/de/product/_dcl24-b-1512-notebook-mit-156-zoll-display-16-90534473.html
";"DCL24 B-1512, Notebook mit 15,6 Zoll Display, Prozessor, 16 GB RAM, 1000 GB SSD, Intel UHD Graphics, Schwarz
5.0 (1)| Art.-Nr. 90534473 | DCL24";949.–;39.6 cm / 15.6 Zoll;1920 x 1080 Pixel;;Full-HD;39.6 cm;15.6 Zoll;;;;DDR4;16 GB;2x 8 GB;Core i5-10210U;Intel®;Core™ i5;10210U;1.6 GHz;4;;4.2 GHz;;;Intel UHD Graphics;Intel;SSD , 1000 GB , M.2;;;;;;;;;;;;;;;Ja;;1000 GB;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-4-notebook-mit-135-zoll-display-touchscreen-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intelr-irisr-xe-grafik-platin-2792387.html
";"MICROSOFT Surface Laptop 4, Notebook mit 13,5 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe-Grafik, Platin
Produkt bewerten| Art.-Nr. 2792387 | MICROSOFT";1649.–;34.29 cm / 13.5 Zoll;2256 x 1504 Pixel;Ja;;34.29 cm;13.5 Zoll;3:2;;;DDR4;16 GB;;Intel® Core™ i5-1135G7-Prozessor 8 MB Cache, bis zu 4,20 GHz;Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;4.2 GHz;;;Intel® Iris® Xe-Grafik;Intel;;;;;;;;;;;;;;;Kapazitiver Touchscreen;Ja;shared-memory;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-expertbook-b1-notebook-mit-140-zoll-displ-94574323.html
";"ASUS ExpertBook B1, Notebook mit 14,0 Zoll Display, Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe-Grafik, Schwarz
Produkt bewerten| Art.-Nr. 94574323 | ASUS";881.;35.6 cm / 14.0 Zoll;;;Full-HD;35.6 cm;14.0 Zoll;;;;DDR4;8 GB;;Intel® Core™ i5-1135G7;Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;4,2 GHz;;;Intel Iris Xe-Grafik;;SSD , 512 GB;SSD;;;;;;;8 GB;512 GB;;;;;;Ja;;512 GB;1x LAN, 1x USB 2.0, 2x USB 3.2, 1x USB C, 1x HDMI, 1x VGA;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_captiva-captiva-i68-193-gaming-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-2-tb-ssd-rtx-3050-4gb-mehrfarbig-2795677.html
";"CAPTIVA CAPTIVA I68-193, Gaming Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 2 TB SSD, Nvidia GeForce RTX 3050, Mehrfarbig
Produkt bewerten| Art.-Nr. 2795677 | CAPTIVA";1039.–;43.9 cm / 17.3 Zoll;FHD;Nein;Full-HD;43.9 cm;17.3 Zoll;16:9;IPS (In-Plane Switching);;DDR4;16 GB;2 x 8 GB;Intel® Core™ i5-12500H Prozessor 18 MB Cache, bis zu 4,50 GHz;Intel®;Core™ i5;i5-12500H;3.3 GHz;12;16;4.5 GHz;;;Nvidia GeForce RTX 3050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_captiva-advanced-gaming-i68-188-gaming-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-500-gb-ssd-geforce-rtx-3050-mehrfarbig-2795674.html
";"CAPTIVA Advanced Gaming I68-188, Gaming Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 500 GB SSD, Nvidia Geforce RTX 3050, Mehrfarbig
Produkt bewerten| Art.-Nr. 2795674 | CAPTIVA";1019.–;43.9 cm / 17.3 Zoll;FHD;Nein;Full-HD;43.9 cm;17.3 Zoll;16:9;IPS (In-Plane Switching);;DDR4;16 GB;2 x 8 GB;Intel® Core™ i5-12500H Prozessor 18 MB Cache, bis zu 4,50 GHz;Intel®;Core™ i5;i5-12500H;3.3 GHz;12;16;4.5 GHz;;;Nvidia Geforce RTX 3050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-5-notebook-mit-135-zoll-display-touchscreen-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intelr-irisr-xe-grafik-platin-2834465.html
";"MICROSOFT Surface Laptop 5, Notebook mit 13,5 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel® Iris® Xe Grafik, Platin
Produkt bewerten| Art.-Nr. 2834465 | MICROSOFT";1389.–;34.29 cm / 13.5 Zoll;2.256 x 1.504 Pixel;Ja;;34.29 cm;13.5 Zoll;3:2;;PixelSense™;LPDDR5X;8 GB;;Intel® Core™ i5-1235U Prozessor (12 MB Cache, bis zu 4,40 GHz);Intel®;Core™ i5;i5-1235U;1.3 GHz;;;4.4 GHz;;;Intel® Iris® Xe Grafik;;SSD , 512 GB;SSD;;;;;;;;512 GB;;;;;;;;;1x USB Typ-A 3.1, 1x USB Typ-C® 4.0/Thunderbolt™ 4, Surface Connect, 1x 3.5 mm Klinke;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_msi-prestige-14-a12uc-228-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-nvidiar-geforce-rtxtm-3050-laptop-gpu-carbon-grau-2808586.html
";"MSI PRESTIGE 14 A12UC-228, Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA® GeForce RTX™ 3050 Laptop GPU, Carbon-Grau
Produkt bewerten| Art.-Nr. 2808586 | MSI";1469.–;35.6 cm / 14 Zoll;1.920 x 1.080;;Full-HD;35.6 cm;14 Zoll;;;Wide View (IPS-Level), erweiterter Farbraum (~100% sRGB);LPDDR4;16 GB;;Intel® Core™ i5-1240P-Prozessor 12 MB Cache, bis zu 4,40 GHz;Intel®;Core™ i5;i5-1240P;1.30 GHz;12;;4.40 GHz;;;NVIDIA® GeForce RTX™ 3050 Laptop GPU;NVIDIA®;;;;;;;;;;;;;;;;Ja;GDDR6;;;;4 GB;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-3-a315-58-59fm-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-grafik-pure-silver-2770596.html
";"ACER Aspire 3 (A315-58-59FM), Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Pure Silver
Produkt bewerten| Art.-Nr. 2770596 | ACER";679.;39.62 cm / 15.6 Zoll;1.920 x 1.080 Pixel;Nein;Full-HD;39.62 cm;15.6 Zoll;16:9;IPS (In-Plane Switching);Acer ComfyView Full-HD IPS Display mit LED-Backlight (matt);DDR4;8 GB;1x 4 GB DDR4 RAM (onboard), 1 x 4 GB DDR4 RAM;Intel® Core™ i5-1135G7 Prozessor (8 MB Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.40 GHz;4;8;4.20 GHz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_gigabyte-g5-md-51de123sd-notebook-mit-156-zoll-display-prozessor-16-gb-ram-512-gb-ssd-geforce-rtx-3050-ti-schwarz-99837071.html
";"GIGABYTE G5 MD 51DE123SD, Notebook mit 15,6 Zoll Display, Prozessor, 16 GB RAM, 512 GB SSD, GeForce RTX 3050 Ti, Schwarz
Produkt bewerten| Art.-Nr. 99837071 | GIGABYTE";999.–;39.62 cm / 15.6 Zoll;1920 x 1080;Nein;Full-HD;39.62 cm;15.6 Zoll;;IPS (In-Plane Switching);;LPDDR4;16 GB;;Core i5-11400H;Intel®;Core™ i5;i5-11400H;2.2 GHz;6;12;4.5 GHz;;;;;;;;;;;Mobile Intel HM570 Express;2;;;;;;;;;;;;;;64 GB;;;;;;;
"https://www.mediamarkt.de/de/product/_captiva-captiva-i68-192-gaming-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-2-tb-ssd-rtx-3050-4gb-mehrfarbig-2795679.html
";"CAPTIVA CAPTIVA I68-192, Gaming Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 2 TB SSD, Nvidia Geforce RTX 3050, Mehrfarbig
Produkt bewerten| Art.-Nr. 2795679 | CAPTIVA";1199.–;43.9 cm / 17.3 Zoll;FHD;Nein;Full-HD;43.9 cm;17.3 Zoll;16:9;IPS (In-Plane Switching);;DDR4;16 GB;2 x 8 GB;Intel® Core™ i5-12500H Prozessor 18 MB Cache, bis zu 4,50 GHz;Intel®;Core™ i5;i5-12500H;3.3 GHz;12;16;4.5 GHz;;;Nvidia Geforce RTX 3050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-v17-g2-itl-i5-windows-11-pro--office-20-93865790.html
";"LENOVO V17-G3, Core i5-1235U, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 8 GB RAM, 1000 GB SSD, Intel Iris Xe, Grau
Produkt bewerten| Art.-Nr. 93865790 | LENOVO";899.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;8 GB;;Core™ i5;Intel®;Core™ i5;1235U;1300 MHz;10;;4.40 GHz;;;Intel Iris Xe;Intel®;;;IPS;;;;;;;;;;;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_gigabyte-g5-md-51de123sd-notebook-mit-156-zoll-display-prozessor-16-gb-ram-512-gb-ssd-geforce-rtx-3050-ti-schwarz-99837081.html
";"GIGABYTE G5 MD 51DE123SD, Notebook mit 15,6 Zoll Display, Prozessor, 16 GB RAM, 512 GB SSD, GeForce RTX 3050 Ti, Schwarz
Produkt bewerten| Art.-Nr. 99837081 | GIGABYTE";999.–;39.62 cm / 15.6 Zoll;1920 x 1080;Nein;Full-HD;39.62 cm;15.6 Zoll;;IPS (In-Plane Switching);;LPDDR4;16 GB;;Core i5-11400H;Intel®;Core™ i5;i5-11400H;2.2 GHz;6;12;4.5 GHz;;;;;;;;;;;Mobile Intel HM570 Express;2;;;;;;;;;;;;;;64 GB;;;;;;;
"https://www.mediamarkt.de/de/product/_gigabyte-laptop-g5-md-51de123sd-v-16d4-512m2-500m2-10p-notebook-mit-156-zoll-display-prozessor-16-gb-ram-512-gb-ssd-geforce-rtx-3050-ti-schwarz-100003181.html
";"GIGABYTE Laptop G5 MD 51DE123SD (V-16D4-512M2-500M2-10P), Kein Betriebssystem, Notebook mit Intel® Core™ i5 Prozessor , 16 GB RAM , 512 GB SSD , GeForce RTX 3050 Ti
Produkt bewerten| Art.-Nr. 100003181 | GIGABYTE";949.–;39.62 cm / 15.6 Zoll;1920 x 1080;Nein;Full-HD;39.62 cm;15.6 Zoll;;;;LPDDR4;16 GB;;Intel Core i5-11400H (6 x 2.2 GHz - 4.5 GHz im Turbo);Intel®;Core™ i5;i5-11400H;2.2 GHz;6;12;4.5 GHz;;;GeForce RTX 3050 Ti;NVIDIA;;;;;;;;2;;;;;;;;;;;;;;64 GB;;;;;;;
